cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Nias 1905 list	41/42	mēmē	NA	borsten < unsp. >	breasts	payudara	34	36	-	TRUE									BREAST	1402	https://concepticon.clld.org/parameters/1402
the Nias 1905 list	45	balo̠ mēmē	NA	tepel	nipple	puting susu	35	37	38	FALSE									NIPPLE	796	https://concepticon.clld.org/parameters/796
the Nias 1905 list	46	idano̠ mēmē	NA	melk	breast milk	air susu	36	38	39	FALSE									BREAST MILK	3912	https://concepticon.clld.org/parameters/3912
the Nias 1905 list	48	mamadoe mēmē	NA	zuigen <aan de borst>	to suck at the breast	menyusu	38	39	40	FALSE									SUCKLE (BREASTFEED, NURSE)	2472	https://concepticon.clld.org/parameters/2472
the Nias 1905 list	50	to̠la nosoe	NA	rib	rib	tulang rusuk	69	70	42	FALSE									RIB	801	https://concepticon.clld.org/parameters/801
the Nias 1905 list	52	to̠do̠	NA	hart	heart	jantung	29	31	44	TRUE									HEART	1223	https://concepticon.clld.org/parameters/1223
the Nias 1905 list	53	bétoe'a	NA	maag	stomach	lambung	28	30	-	FALSE									STOMACH	819	https://concepticon.clld.org/parameters/819
the Nias 1905 list	54	taloe	NA	bulk	belly	perut	31	33	45	TRUE									BELLY	1251	https://concepticon.clld.org/parameters/1251
the Nias 1905 list	56	atō	NA	lever	liver	hati	30	32	47	TRUE									LIVER	1224	https://concepticon.clld.org/parameters/1224
the Nias 1905 list	57	àwo̠ehoe	NA	gal	bile	empedu	-	29	48	FALSE									BILE	1780	https://concepticon.clld.org/parameters/1780
the Nias 1905 list	61	foeso̠	NA	navel	navel	pusat	32	34	52	FALSE									NAVEL	1838	https://concepticon.clld.org/parameters/1838
the Nias 1905 list	62	sīnalī ga'anōnō	NA	navelstreng	umbilical cord	tali pusat	33	35	53	FALSE		ocr error as tall pusat							UMBILICAL CORD	2663	https://concepticon.clld.org/parameters/2663
the Nias 1905 list	63	to̠la hoeloe	NA	rug	back	belakang, punggung	39	40	54	TRUE									BACK	1291	https://concepticon.clld.org/parameters/1291
the Nias 1905 list	66	haroe-haroe	NA	schouderblad	shoulderblade	tulang belikat	43	44	-	FALSE									SHOULDERBLADE	172	https://concepticon.clld.org/parameters/172
the Nias 1905 list	67	taro'ō	NA	achterste, billen	buttocks	pantat posterior	-	-	58	FALSE									BUTTOCKS	834	https://concepticon.clld.org/parameters/834
the Nias 1905 list	70	moejoe-moejoe	NA	stuit	tailbone, coccyx	tulang tungging, tulang ekor	46	47	57	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	72	tī'ī	NA	poepen	to defecate	berak	172	176	60	FALSE									SHIT (DEFECATE)	676	https://concepticon.clld.org/parameters/676
the Nias 1905 list	73	taī	NA	poep	faeces	tahi	173	177	61	FALSE									FAECES (EXCREMENT)	675	https://concepticon.clld.org/parameters/675
the Nias 1905 list	75	manoeko̠oe	NA	wind laten	to fart	berkentut	174	179	63	FALSE									FART	1159	https://concepticon.clld.org/parameters/1159
the Nias 1905 list	76	a'mbo̠oe hoea	NA	stinken	to stink, to smell	berbau busuk	-	178	64	FALSE									SMELL (STINK)	1587	https://concepticon.clld.org/parameters/1587
the Nias 1905 list	77	ba'i	NA	penis	penis	batang pelir	47	48	65	FALSE									PENIS	1222	https://concepticon.clld.org/parameters/1222
the Nias 1905 list	78	tō'a	NA	vagina	vagina	puki, liang peranakan	48	49	67	FALSE									VAGINA	1836	https://concepticon.clld.org/parameters/1836
the Nias 1905 list	82	kio̠	NA	pissen	to urinate	kencing (k.k.)	170	174	69	FALSE									PISS	592	https://concepticon.clld.org/parameters/592
the Nias 1905 list	83	kio̠	NA	pis	piss, urine	air kencing (k.b.)	171	175	70	FALSE									URINE	1142	https://concepticon.clld.org/parameters/1142
the Nias 1905 list	84	faha	NA	been	leg	kaki	49	50	-	TRUE		typo from leki							LEG	1297	https://concepticon.clld.org/parameters/1297
the Nias 1905 list	86	ahe	NA	voet	foot	kaki	54	55	55	TRUE		typo from leki							FOOT	1301	https://concepticon.clld.org/parameters/1301
the Nias 1905 list	88	boe'oe kawono	NA	enkel	ankle	buku kaki, pergelangan kaki	55	56	73	FALSE									ANKLE	803	https://concepticon.clld.org/parameters/803
the Nias 1905 list	90	faha	NA	dij	thigh	paha	50	51	75	FALSE									UPPER LEG (THIGH)	471	https://concepticon.clld.org/parameters/471
the Nias 1905 list	91	balo̠ doehī	NA	knie	knee	lutut	51	52	76	TRUE									KNEE	1371	https://concepticon.clld.org/parameters/1371
the Nias 1905 list	93	bisi	NA	knit	calf	betis	52	53	78	FALSE									CALF OF LEG	498	https://concepticon.clld.org/parameters/498
the Nias 1905 list	94	to̠la 'mbisi	NA	scheen	shin	tulang kering	53	54	79	FALSE									SHIN	186	https://concepticon.clld.org/parameters/186
the Nias 1905 list	95	ta' iō	NA	arm	arm	lengan	40	41	-	FALSE									ARM	1673	https://concepticon.clld.org/parameters/1673
the Nias 1905 list	97	tanga	NA	hand	hand	tangan	56	57	-	TRUE									HAND	1277	https://concepticon.clld.org/parameters/1277
the Nias 1905 list	99	aro̠ galōgō	NA	oksel	armpit	ketiak	42	43	82	FALSE									ARMPIT	1886	https://concepticon.clld.org/parameters/1886
the Nias 1905 list	100	telinga zi'oe	NA	elleboog	elbow	siku	41	42	83	FALSE									ELBOW	981	https://concepticon.clld.org/parameters/981
the Nias 1905 list	102	laloe'ā	NA	handpalm	palm of the hand	telapak tangan	57	58	85	FALSE									PALM OF HAND	1183	https://concepticon.clld.org/parameters/1183
the Nias 1905 list	105	toeroe	NA	vingers	fingers	jari tangan (jamak)	58	59	-	FALSE									FINGER	1303	https://concepticon.clld.org/parameters/1303
the Nias 1905 list	107	sa'a	NA	nagel	(finger)nail	kuku	59	60	89	FALSE									FINGERNAIL OR TOENAIL	1896	https://concepticon.clld.org/parameters/1896
the Nias 1905 list	108	toeroe séboe'a	NA	duim	thumb	ibu jari	60	61	90	FALSE									THUMB	1781	https://concepticon.clld.org/parameters/1781
the Nias 1905 list	109	toeroe loewo	NA	wijsvinger	index finger	telunjuk	61	62	91	FALSE									FOREFINGER	577	https://concepticon.clld.org/parameters/577
the Nias 1905 list	110	toeroe lawa	NA	middelvinger	middle finger	jari tengah	62	63	92	FALSE									MIDDLE FINGER	3387	https://concepticon.clld.org/parameters/3387
the Nias 1905 list	111	toeroe mani	NA	ringvinger	ring finger	jari manis	63	64	93	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	112	toeroe si achi	NA	pink	little finger	kelingking	64	65	94	FALSE									LITTLE FINGER	2774	https://concepticon.clld.org/parameters/2774
the Nias 1905 list	115	to̠la	NA	been (gebeente)	bone	tulang	65	66	97	TRUE									BONE	1394	https://concepticon.clld.org/parameters/1394
the Nias 1905 list	116	do	NA	bloed	blood	darah	66	67	98	TRUE									BLOOD	946	https://concepticon.clld.org/parameters/946
the Nias 1905 list	117	nagōlé	NA	vlees op het lichaam	flesh	daging	67	68	99	FALSE									FLESH OR MEAT	2615	https://concepticon.clld.org/parameters/2615
the Nias 1905 list	118	oe'ō	NA	pees	tendon	urat	68	69	100	FALSE									TENDON	1137	https://concepticon.clld.org/parameters/1137
the Nias 1905 list	121	oeli	NA	huid	skin	kulit	70	71	101	TRUE									SKIN	763	https://concepticon.clld.org/parameters/763
the Nias 1905 list	122	boe	NA	haar op het lichaam	body hair	bulu	71	72	102	FALSE									HAIR (BODY)	189	https://concepticon.clld.org/parameters/189
the Nias 1905 list	123	boe	NA	haar op het lichaam (v. dieren)	body hair (animal)	bulu (binatang)	71	72	-	FALSE									FUR	580	https://concepticon.clld.org/parameters/580
the Nias 1905 list	124	bo̠bo̠'ī	NA	zweet	sweat	keringat	73	74	103	FALSE									SWEAT (SUBSTANCE)	125	https://concepticon.clld.org/parameters/125
the Nias 1905 list	125	ilo	NA	speeksel	saliva	ludah	74	75	104	FALSE									SALIVA	1503	https://concepticon.clld.org/parameters/1503
the Nias 1905 list	126	bo̠ro̠ kēha	NA	fluim	phlegm	dahak	-	76	105	FALSE									PHLEGM	3061	https://concepticon.clld.org/parameters/3061
the Nias 1905 list	127	tihasoe	NA	ademen	to breath	bernapas	115	116	106	FALSE									BREATH OR BREATHE	3183	https://concepticon.clld.org/parameters/3183
the Nias 1905 list	128	manga	NA	eten	to eat	makan	116	117	107	TRUE	eat								EAT	1336	https://concepticon.clld.org/parameters/1336
the Nias 1905 list	129	ōlōfō	NA	hongerig	hungry	lapar	734	752	108	FALSE									BE HUNGRY	1533	https://concepticon.clld.org/parameters/1533
the Nias 1905 list	130	mamadoe	2	drinken	to drink	minum	117	118	109	TRUE	drink		mamadoe	drinking	minum	verb			DRINK	1401	https://concepticon.clld.org/parameters/1401
the Nias 1905 list	130	badoe	2	drinken	to drink	minum	117	118	109	TRUE	drink		badoe	drink (imperative)	minum (kalimat perintah)				DRINK	1401	https://concepticon.clld.org/parameters/1401
the Nias 1905 list	131	mabò	NA	dronken	drunk	mabuk	-	474	367	FALSE									DRUNK	1463	https://concepticon.clld.org/parameters/1463
the Nias 1905 list	132	ōwo̠chi	NA	dorstig	thirsty	haus	736	754	110	FALSE									THIRSTY	847	https://concepticon.clld.org/parameters/847
the Nias 1905 list	133	aboeso	NA	verzadigd	satisfied	kenyang, puas	735	753	111	FALSE									FULL	1429	https://concepticon.clld.org/parameters/1429
the Nias 1905 list	134	aboeso	NA	zat, verzadigd	replete, satisfied	kenyang, puas	-	119	-	FALSE									SATIATED	106	https://concepticon.clld.org/parameters/106
the Nias 1905 list	137	to̠lo̠	NA	slikken	to swallow	telan	118	120	-	FALSE									SWALLOW	897	https://concepticon.clld.org/parameters/897
the Nias 1905 list	138	mo̠ro̠	NA	slapen	to sleep	tidur	119	121	114	TRUE	sleep								SLEEP	1585	https://concepticon.clld.org/parameters/1585
the Nias 1905 list	139/140	mangifi	NA	dromen, droom <unsp.>	dream	mimpi	120	122	-	FALSE									DREAMING OR DREAM	2455	https://concepticon.clld.org/parameters/2455
the Nias 1905 list	144	mōzīzīo	NA	staan	to stand	berdiri	121	123	120	TRUE	stand								STAND	1442	https://concepticon.clld.org/parameters/1442
the Nias 1905 list	145	mōfanō	NA	lopen	to walk	berjalan	122	124	121	TRUE	walk								WALK	1443	https://concepticon.clld.org/parameters/1443
the Nias 1905 list	146	balīarō	NA	liggen op de rug	to lie supine	telentang	124	126	123	FALSE									LIE (REST)	1411	https://concepticon.clld.org/parameters/1411
the Nias 1905 list	147	mamalogoe	NA	liggen op de buik	to lie prone	tiarap	125	127	124	FALSE									LIE DOWN	215	https://concepticon.clld.org/parameters/215
the Nias 1905 list	148	tébabara	NA	liggen (in het algemeen)	to lie	berbaring	123	125	122	TRUE	lie								LIE DOWN	215	https://concepticon.clld.org/parameters/215
the Nias 1905 list	149	modadau	NA	zitten (op een stoel, bank etc.)	to sit (on a chair)	duduk (di atas kursi)	126	128	125	TRUE	sit								SIT DOWN	1649	https://concepticon.clld.org/parameters/1649
the Nias 1905 list	150	fasélō	NA	zitten (met de benen kruiselings)	to sit (with the legs crossed)	bersila	127	129	126	TRUE	sit								NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	152	toehī'mbanoea	NA	hurken	to squat	berjongkok	129	131	128	FALSE									SQUAT	3163	https://concepticon.clld.org/parameters/3163
the Nias 1905 list	153	mōlangi	NA	zwemmen	to swim	berenang	131	133	129	TRUE	swim, to								SWIM	1439	https://concepticon.clld.org/parameters/1439
the Nias 1905 list	154	mō'ndī	NA	baden <intr.>	to take a bath	mandi	169	173	130	FALSE									WASH	1453	https://concepticon.clld.org/parameters/1453
the Nias 1905 list	156	gagō	NA	stotteren	to stammer	gagap	133	135	132	FALSE									STUTTER	1866	https://concepticon.clld.org/parameters/1866
the Nias 1905 list	157	gaélō	NA	brouwen	to speak with a burr	berbicara dengan artikulasi uvular	134	136	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	158	li	NA	stem	voice	suara	135	137	133	FALSE									VOICE	1363	https://concepticon.clld.org/parameters/1363
the Nias 1905 list	159	afaō	NA	schor(hees)	hoarse	parau	-	716	134	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	160	moeaō	NA	schreeuwen	to shout	berteriak	136	138	-	FALSE									SHOUT	715	https://concepticon.clld.org/parameters/715
the Nias 1905 list	161	maigi	3	lachen	to laugh	tertawa	137	139	135	TRUE	laugh		mōkaka	to laugh loudly	untuk tertawa dengan keras	verb			LAUGH	1355	https://concepticon.clld.org/parameters/1355
the Nias 1905 list	163	mé'é	4	schreien <intr.>	to weep	menangis	138	140	137	TRUE	cry		fa'aloi	to wail for a dead person	ke dinding untuk orang yang sudah meninggal	verb			CRY	1839	https://concepticon.clld.org/parameters/1839
the Nias 1905 list	165	bobo 'mbo'	NA	glimlachen	to smile	tersenyum	139	141	139	FALSE									SMILE	1451	https://concepticon.clld.org/parameters/1451
the Nias 1905 list	165	hēche 'mbo'o	NA	glimlachen	to smile	tersenyum	139	141	139	FALSE									SMILE	1451	https://concepticon.clld.org/parameters/1451
the Nias 1905 list	166	fahasoe	NA	zuchten	to sigh	berkeluh kesah, mengeluh	140	142	140	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	167	mange'ndilo	NA	spugen, spuwen	to spit	meludah	141	143	141	FALSE									SPIT	1440	https://concepticon.clld.org/parameters/1440
the Nias 1905 list	169	baho̠	NA	niezen	to sneeze	bersin	142	144	143	FALSE									SNEEZE	1621	https://concepticon.clld.org/parameters/1621
the Nias 1905 list	170	mōkéha	NA	hoesten	to cough	batuk	143	145	144	FALSE									COUGH	879	https://concepticon.clld.org/parameters/879
the Nias 1905 list	172	zoeramō	NA	hik	hiccups	tersedu	-	146	-	FALSE									HICCOUGH	162	https://concepticon.clld.org/parameters/162
the Nias 1905 list	173	ado̠'o̠	NA	zich verslikken	to choke	tersedak	-	147	146	FALSE									CHOKE	129	https://concepticon.clld.org/parameters/129
the Nias 1905 list	174	mōgo̠a	NA	boer (oprisping)	belch	sendawa	-	148	147	FALSE		typo in the original as serdawa; should be sendawa							BELCH	2245	https://concepticon.clld.org/parameters/2245
the Nias 1905 list	176	méha	NA	gapen	to yawn	menguap	144	149	149	FALSE									YAWN	1028	https://concepticon.clld.org/parameters/1028
the Nias 1905 list	177	mōho̠ko̠	NA	knikken	to nod	mengangguk	145	150	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	182	aori	NA	leven (levend)	to live (alive)	hidup	163	168	154	TRUE	live								BE ALIVE	1422	https://concepticon.clld.org/parameters/1422
the Nias 1905 list	183	mangētoe-ngētoe	NA	sterven	to die	meninggal dunia	161	166	155	TRUE	die								DIE	1494	https://concepticon.clld.org/parameters/1494
the Nias 1905 list	184	matē	NA	dood (zelfstnw.)	death	kematian	164	169	-	FALSE									DEATH	910	https://concepticon.clld.org/parameters/910
the Nias 1905 list	188	amatēla	NA	lijk	corpse	mayat	162	167	-	FALSE									CORPSE	767	https://concepticon.clld.org/parameters/767
the Nias 1905 list	191	léwato̠	NA	graf	grave	kuburan	244	242	160	FALSE									GRAVE	1773	https://concepticon.clld.org/parameters/1773
the Nias 1905 list	192	mo'mboenoe	NA	doden	to kill	membunuh	166	170	161	TRUE	kill								KILL	1417	https://concepticon.clld.org/parameters/1417
the Nias 1905 list	193	manéma ō'ndrita	NA	erven	to inherit	mewarisi	167	171	-	FALSE									INHERIT	3664	https://concepticon.clld.org/parameters/3664
the Nias 1905 list	194	ō'ndrita	NA	erfenis	inheritance	warisan	168	172	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	196	socho	NA	wond	wound	luka	177	181	163	FALSE									WOUND	1109	https://concepticon.clld.org/parameters/1109
the Nias 1905 list	197	faosa	5	zweer	an infected wound	luka bernanah	178	182	-	FALSE			bo'anoi	suppurating wound	luka bernanah	noun			INFECTED	548	https://concepticon.clld.org/parameters/548
the Nias 1905 list	198	lahēto	NA	litteken	scar	bekas luka	179	183	164	FALSE									SCAR	497	https://concepticon.clld.org/parameters/497
the Nias 1905 list	199	afocho	NA	ziek	ill	sakit	730	748	165	FALSE									SICK	1847	https://concepticon.clld.org/parameters/1847
the Nias 1905 list	200	moföcho̠	NA	ziek zijn	to be ill	merasa sakit	175	180	-	FALSE									SICK	1847	https://concepticon.clld.org/parameters/1847
the Nias 1905 list	202	abé'é	NA	gezond	healthy	sehat	731	749	167	FALSE									HEALTHY	1364	https://concepticon.clld.org/parameters/1364
the Nias 1905 list	203	bara	NA	steenpuist	boil	bisul	180	184	168	FALSE									BOIL (OF SKIN)	793	https://concepticon.clld.org/parameters/793
the Nias 1905 list	205	fogīchī	NA	koorts	fever	demam (k.b.)	181	185	-	FALSE									FEVER	1534	https://concepticon.clld.org/parameters/1534
the Nias 1905 list	207	focho̠ taloe	NA	buikpijn	stomach ache	sakit perut	182	186	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	209	focho̠ taloe	NA	buikloop	diarrhoea	menceret (k.b.)	183	187	-	FALSE									DIARRHEA	1177	https://concepticon.clld.org/parameters/1177
the Nias 1905 list	210	focho̠ bahi	NA	pokken	small pox	cacar	184	188	172	FALSE									SMALLPOX	1054	https://concepticon.clld.org/parameters/1054
the Nias 1905 list	211	sowoazitaura	NA	mazelen	measles	campak	185	189	-	FALSE									MEASLES	3389	https://concepticon.clld.org/parameters/3389
the Nias 1905 list	214	bonī	6	uitslag	eruption (of rash)	ruam	186	190	-	FALSE			woī-woī roewan-gīgīmo	rash (djerawat) dewa; german measles					NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	214	bonī	6	uitslag	eruption (of rash)	ruam	186	190	-	FALSE			kajap-kajau				also “toegi”		NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	219	fo̠cho̠ ho̠go̠	NA	hoofdpijn	headache	sakit kepala, pusing	187	191	-	FALSE									HEADACHE	3625	https://concepticon.clld.org/parameters/3625
the Nias 1905 list	220	focho̠ to̠la	NA	rheumatiek	rheumatism	sengal, encok	188	192	179	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	222	focho̠ īngo	NA	verkoudheid	a cold	selesma	189	193	-	FALSE									COMMON COLD (DISEASE)	102	https://concepticon.clld.org/parameters/102
the Nias 1905 list	223	moriri	NA	slapen van de ledematen, slaap (mierenkriewel)	gone to sleep (limbs)	kesemutan	191	195	181	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	224	mangasa-ngasa	NA	kramp	cramp	kejang	190	194	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	225	a'oeloe	NA	verlamd	paralysed	lumpuh	192	196	182	FALSE									DISABLED PERSON	3621	https://concepticon.clld.org/parameters/3621
the Nias 1905 list	227	lo̠ hēdē	NA	stom	mute	bisu	193	197	184	FALSE									MUTE PERSON	2320	https://concepticon.clld.org/parameters/2320
the Nias 1905 list	228	afiso	NA	doof	deaf	tuli	194	198	185	FALSE									DEAF PERSON	458	https://concepticon.clld.org/parameters/458
the Nias 1905 list	229	boeto	NA	blind	blind	buta	195	199	186	FALSE									BLIND	1653	https://concepticon.clld.org/parameters/1653
the Nias 1905 list	231	alēgē	NA	scheel	squinting	juling	196	200	188	FALSE									SQUINT-EYED	87	https://concepticon.clld.org/parameters/87
the Nias 1905 list	232	mamadoho	NA	genezen	cured	sembuh	197	201	189	FALSE									CURE	499	https://concepticon.clld.org/parameters/499
the Nias 1905 list	234	daloe-daloe	NA	geneesmiddel (met toverkracht)	medicine (with magic power)	obat (dari dukun)	199	202	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392
the Nias 1905 list	235	ērē daloe-daloe	NA	dokter (dukun)	doctor (medicine man)	dokter (dukun)	200	203	-	FALSE									SHAMAN (FOLK HEALER)	394	https://concepticon.clld.org/parameters/394
the Nias 1905 list	236	niha	NA	mens (in de zin van mensdom)	man, mankind	manusia	1	1	-	FALSE									PERSON	683	https://concepticon.clld.org/parameters/683
the Nias 1905 list	237	niha	7	mens (in de zin van de mensen werden gedood)	people	orang	2	2	-	FALSE			atō nihā niboenoe				in an utterance		PEOPLE	789	https://concepticon.clld.org/parameters/789
the Nias 1905 list	238	niha	8	mens (in de zin van de mensen v. het gebergte zijn onze vijanden)	people	orang	3	3	-	FALSE			niha ba hili emalida				in an utterance		PEOPLE	789	https://concepticon.clld.org/parameters/789
the Nias 1905 list	239	toi	NA	naam	name	nama	113	114	192	TRUE									NAME	1405	https://concepticon.clld.org/parameters/1405
the Nias 1905 list	240	lakōnī	NA	bijnaam	nickname	julukan	114	115	-	FALSE									NAME	1405	https://concepticon.clld.org/parameters/1405
the Nias 1905 list	241	īra matoea	NA	man	man	orang laki-laki	75	77	193	TRUE									MALE PERSON	2106	https://concepticon.clld.org/parameters/2106
the Nias 1905 list	242	ira alawé	NA	vrouw	woman	orang perempuan	76	78	194	TRUE									WOMAN	962	https://concepticon.clld.org/parameters/962
the Nias 1905 list	243	fairamatoea	NA	mannelijk (v.d. mens)	male (human)	laki-laki	110	111	195	FALSE									MALE (OF PERSON)	2261	https://concepticon.clld.org/parameters/2261
the Nias 1905 list	244	amoe'i	NA	mannelijk (v.d.dieren)	male (animal)	jantan	110	111	195	FALSE									MALE (OF ANIMAL)	2263	https://concepticon.clld.org/parameters/2263
the Nias 1905 list	245/246	fasoembano	NA	vrouwelijk <unsp.>	female	perempuan	112	113	196	FALSE									FEMALE	1551	https://concepticon.clld.org/parameters/1551
the Nias 1905 list	248	nī'ō waloe	NA	maagd	virgin	gadis	77	79	-	FALSE									VIRGIN	2298	https://concepticon.clld.org/parameters/2298
the Nias 1905 list	249	ōnō alawé	NA	maagdom	virginity	perawan, kegadisan	77	79	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	250	ōnō matoea	NA	jongen	boy, lad	anak laki-laki	78	80	-	FALSE									BOY OR SON	2391	https://concepticon.clld.org/parameters/2391
the Nias 1905 list	252	ōnō alawé	NA	meisje	girl	gadis	79	81	-	FALSE									GIRL	1646	https://concepticon.clld.org/parameters/1646
the Nias 1905 list	255	ama	NA	vader	father	ayah	80	82	201	TRUE									FATHER	1217	https://concepticon.clld.org/parameters/1217
the Nias 1905 list	256	īna	NA	moeder	mother	ibu	81	83	202	TRUE									MOTHER	1216	https://concepticon.clld.org/parameters/1216
the Nias 1905 list	257	ōnō sīa'a	NA	oudste kind	oldest child	anak sulung	82	84	204	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	258	ōnō sīachī	NA	jongste kind	youngest child	anak bungsu	82	84	205	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	257/258	ōnō	NA	kind <unsp.>	child	anak	82	84	203	TRUE									CHILD	2099	https://concepticon.clld.org/parameters/2099
the Nias 1905 list	261	ōnōgoe matoea	NA	zoon	son	anak laki-laki	83	85	-	FALSE									SON	1620	https://concepticon.clld.org/parameters/1620
the Nias 1905 list	262	ōnōgoe alawé	NA	dochter	daughter	anak perempuan	84	86	-	FALSE									DAUGHTER	1357	https://concepticon.clld.org/parameters/1357
